path,track_name,text,time_signature,key_signature,set_tempo,clocks_per_click
footsteps_gc2.mid, _-_ name Footsteps -  Steve Lawrence. __ time 0, _-_ text sequenced by gecadero.@ __ time 0 _-_ text for personal use.@ __ time 0 _-_ text not to be sold nor altered in any way.@ __ time 0 _-_ text gecadero@home.com@ __ time 0,4/4,C,112.0,24
birdland_bl2-sr4.mid," _-_ name Sawtooth (optional) __ time 0 _-_ name Synth Bass __ time 0 _-_ name Fretless  __ time 0 _-_ name harmonics (optional) __ time 0 _-_ name voice __ time 0 _-_ name pad __ time 0 _-_ name Ac piano 2 __ time 0 _-_ name brass __ time 0 _-_ name brass __ time 0 _-_ name Alto Sax solo __ time 0 _-_ name Alto Sax __ time 0 _-_ name Alto Sax 2(echo) __ time 0 _-_ name Alto Sax 3(echo) __ time 0 _-_ name Standard set __ time 0 _-_ name Cl Hi Hat __ time 0 _-_ name Rimshot __ time 0 _-_ name Rhodes solo __ time 0 _-_ name ""Birdland"" __ time 0 _-_ name by Weather Report/Joe Zawinul __ time 0 _-_ name arranged by __ time 0 _-_ name B. Lasnek __ time 0 _-_ name ""ramabob""@AOL.com __ time 0 _-_ name and Stein Rimehaug __ time 0 _-_ name ""Waystein""@aol.com __ time 0",,4/4,C,160.0,24
chattanooga_choo_choo_gw.mid,," _-_ text Chattanooga Choo-Choo __ time 0 _-_ text ""Chattanooga Choo-Choo"" __ time 5760 _-_ text Sequenced for GMIDI by __ time 0 _-_ text GaryW0001 (@AOL.com) __ time 0 _-_ text Composed by Harry Warren __ time 0 _-_ text Arranged by Jack Mason __ time 0 _-_ text @1996 Blue Max Distribution __ time 0 _-_ text -<>-<>-<>-<>- __ time 0 _-_ text ""Chattanooga __ time 0 _-_ text   Choo-Choo"" __ time 0 _-_ text Transcribed __ time 0 _-_ text & Sequenced __ time 0 _-_ text for GMIDI by __ time 0 _-_ text GaryW0001 __ time 0 _-_ text Composed by __ time 0 _-_ text Harry Warren __ time 0 _-_ text Arranged by __ time 0 _-_ text Jack Mason __ time 0 _-_ text Tempo = 150+ __ time 0 _-_ text Comments?? __ time 0 _-_ text -<>-<>-<>-<>- __ time 0 _-_ text Brsh/Jazz Kit __ time 0 _-_ text Jazz Bass __ time 0 _-_ text Piano __ time 0 _-_ text Alto Sax 1 __ time 0 _-_ text Alto Sax 2 __ time 0 _-_ text Tenor Sax 1 __ time 0 _-_ text Tenor Sax 2 __ time 0 _-_ text Bari Sax __ time 0 _-_ text Trumpet 1 __ time 0 _-_ text Trumpet 2 __ time 0 _-_ text Trumpet 3 __ time 0 _-_ text Trumpet 4 __ time 0 _-_ text Trombone 1 __ time 0 _-_ text Trombone 2 __ time 0 _-_ text Trombone 3 __ time 0 _-_ text Trombone 4 __ time 0",4/4,,150.0,24
lamour_est_plus_fort_que_nous_jc2.mid, _-_ name  L'amour est bien plus fort que nous __ time 0, _-_ text @ __ time 0 _-_ text Banda Azul@ __ time 0 _-_ text juliocezar@mps.com.br@ __ time 0,4/4,C,80.0,24
papa_lips_bl3.mid," _-_ name bass __ time 0 _-_ name piano __ time 0 _-_ name mute trumpet __ time 0 _-_ name flute __ time 0 _-_ name trumpet solo __ time 0 _-_ name piano solo __ time 0 _-_ name brass __ time 0 _-_ name slap bass __ time 0 _-_ name drums __ time 0 _-_ name <><><><><><><> __ time 0 _-_ name ""PAPA-LIP"" __ time 0 _-_ name by Bob Mintzer __ time 0 _-_ name sequenced by __ time 0 _-_ name Bob Lasnek __ time 0 _-_ name comments : __ time 0 _-_ name Ramabob@aol.com __ time 0",,4/4,C,210.0,24
light_years-chick-corea_dz.mid, _-_ name ---- Light Years ---- __ time 0 _-_ name *** By Chick Corea *** __ time 0 _-_ name Sequences by Devian __ time 0 _-_ name devian@star.net __ time 0 _-_ name http://www.geocities.com/~devian/midfile.htm __ time 0,,4/4,E,103.0,24
the_maharajah_of_magador-kar_bpj.mid, _-_ name The Maharajah Of Magador. __ time 0 _-_ name Words and Music: Lewis Harris and John Jacob Loeb. __ time 0 _-_ name Soft karaoke __ time 0 _-_ name Words __ time 0 _-_ name Clarinet __ time 0 _-_ name Acoustic Grand Piano __ time 0 _-_ name Acoustic Grand Piano __ time 0 _-_ name Acoustic Bass __ time 0 _-_ name Drums __ time 0," _-_ text  __ time 0 _-_ text  __ time 0 _-_ text @KMIDI KARAOKE FILE __ time 0 _-_ text @LENGL __ time 0 _-_ text @TThe Maharajah Of Magador. Vaughn Monroe. __ time 0 _-_ text @TSeq and Kar - Bunty Pritchard Jones. Nov. 2003. __ time 0 _-_ text There's __ time 1344 _-_ text  a __ time 96 _-_ text  rich __ time 96 _-_ text  Ma __ time 192 _-_ text ha __ time 96 _-_ text ra __ time 96 _-_ text jah __ time 96 _-_ text  of __ time 192 _-_ text  Ma __ time 96 _-_ text ga __ time 96 _-_ text dor// __ time 96 _-_ text /Who __ time 384 _-_ text  had __ time 96 _-_ text  ten __ time 96 _-_ text  thou __ time 192 _-_ text sand __ time 96 _-_ text  ca __ time 96 _-_ text mels __ time 96 _-_ text  and __ time 192 _-_ text  may __ time 96 _-_ text be __ time 96 _-_ text  more. __ time 96 _-_ text He __ time 384 _-_ text  had __ time 96 _-_ text  ru __ time 96 _-_ text bies __ time 192 _-_ text  and __ time 96 _-_ text  pearls __ time 96 _-_ text  and __ time 192 _-_ text  the __ time 96 _-_ text  love __ time 96 _-_ text li __ time 192 _-_ text est __ time 96 _-_ text  girls __ time 96 _-_ text /But __ time 192 _-_ text  he __ time 96 _-_ text  di __ time 96 _-_ text dn't __ time 48 _-_ text  know __ time 48 _-_ text  how __ time 96 _-_ text  to __ time 96 _-_ text  d __ time 96 _-_ text o __ time 48 _-_ text  the __ time 240 _-_ text  Rhum __ time 96 _-_ text ba. __ time 96 _-_ text He __ time 528 _-_ text  could __ time 48 _-_ text  af __ time 48 _-_ text ford __ time 48 _-_ text  a __ time 240 _-_ text  big __ time 48 _-_ text  re __ time 48 _-_ text ward __ time 48 _-_ text /So __ time 240 _-_ text  to __ time 48 _-_ text  his __ time 48 _-_ text  peo __ time 48 _-_ text ple __ time 48 _-_ text  one __ time 96 _-_ text  day __ time 48 _-_ text  he __ time 96 _-_ text  said: __ time 96 _-_ text Ah// __ time 384 _-_ text  ah// __ time 96 _-_ text  ah// __ time 288 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 96 _-_ text  ah// __ time 96 _-_ text  ah// __ time 96 _-_ text /Ah// __ time 672 _-_ text  ah// __ time 96 _-_ text  ah// __ time 288 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 96 _-_ text  ah// __ time 96 _-_ text  ah! __ time 96 _-_ text Which __ time 480 _-_ text  means// __ time 96 _-_ text /Take __ time 96 _-_ text  my __ time 96 _-_ text  ru __ time 48 _-_ text bies __ time 96 _-_ text  and __ time 48 _-_ text  take __ time 96 _-_ text  my __ time 96 _-_ text  pearls// __ time 48 _-_ text /Take __ time 240 _-_ text  my __ time 96 _-_ text  ca __ time 48 _-_ text mels __ time 96 _-_ text  and __ time 48 _-_ text  take __ time 96 _-_ text  my __ time 96 _-_ text  girls// __ time 48 _-_ text Rhum __ time 240 _-_ text ba __ time 96 _-_ text  les __ time 48 _-_ text sons __ time 96 _-_ text  are __ time 48 _-_ text  wan __ time 96 _-_ text ted __ time 96 _-_ text  for __ time 48 _-_ text /The __ time 192 _-_ text  rich __ time 48 _-_ text  Ma __ time 96 _-_ text ha __ time 48 _-_ text ra __ time 48 _-_ text jah __ time 48 _-_ text  of __ time 48 _-_ text  Ma __ time 96 _-_ text ga __ time 96 _-_ text dor. __ time 48 _-_ text Ah// __ time 240 _-_ text  ah// __ time 96 _-_ text  ah// __ time 288 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 96 _-_ text /Ah// __ time 96 _-_ text  ah// __ time 64 _-_ text  ah// __ time 64 _-_ text  ah// __ time 64 _-_ text  ah// __ time 64 _-_ text  ah// __ time 64 _-_ text  ah! __ time 64 _-_ text So __ time 192 _-_ text  a __ time 96 _-_ text  slick __ time 96 _-_ text  lit __ time 192 _-_ text tle __ time 96 _-_ text  chick __ time 96 _-_ text  an __ time 96 _-_ text swered// __ time 192 _-_ text  ""That's __ time 96 _-_ text  for __ time 96 _-_ text  me!""// __ time 96 _-_ text /To __ time 384 _-_ text  the __ time 96 _-_ text  ad __ time 96 _-_ text  he __ time 192 _-_ text  had __ time 96 _-_ text  placed __ time 96 _-_ text  in __ time 96 _-_ text  'Va __ time 192 _-_ text ri __ time 96 _-_ text e __ time 96 _-_ text ty'. __ time 96 _-_ text When __ time 384 _-_ text  she __ time 96 _-_ text  saw __ time 96 _-_ text  his __ time 192 _-_ text  ex __ time 96 _-_ text panse// __ time 96 _-_ text  she __ time 192 _-_ text  could __ time 96 _-_ text  tell __ time 96 _-_ text  at __ time 192 _-_ text  a __ time 96 _-_ text  glance// __ time 96 _-_ text /That __ time 192 _-_ text  he'd __ time 96 _-_ text  ne __ time 96 _-_ text ver __ time 48 _-_ text  learn __ time 48 _-_ text  how __ time 96 _-_ text  to __ time 96 _-_ text  d __ time 96 _-_ text o __ time 48 _-_ text  the __ time 240 _-_ text  Rhum __ time 96 _-_ text ba! __ time 96 _-_ text He __ time 528 _-_ text  had __ time 48 _-_ text  his __ time 48 _-_ text  wealth// __ time 48 _-_ text  he __ time 240 _-_ text  had __ time 48 _-_ text  his __ time 48 _-_ text  health// __ time 48 _-_ text /And __ time 240 _-_ text  so __ time 48 _-_ text  he __ time 48 _-_ text  looked __ time 48 _-_ text  in __ time 48 _-_ text  her __ time 96 _-_ text  eyes __ time 48 _-_ text  and __ time 96 _-_ text  said: __ time 96 _-_ text Ah// __ time 384 _-_ text  ah// __ time 96 _-_ text  ah// __ time 288 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 96 _-_ text  ah// __ time 96 _-_ text  ah// __ time 96 _-_ text /Ah// __ time 672 _-_ text  ah// __ time 96 _-_ text  ah// __ time 288 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 96 _-_ text  ah// __ time 96 _-_ text  ah! __ time 96 _-_ text Which __ time 480 _-_ text  means// __ time 96 _-_ text /Take __ time 96 _-_ text  my __ time 96 _-_ text  ru __ time 48 _-_ text bies __ time 96 _-_ text  and __ time 48 _-_ text  take __ time 96 _-_ text  my __ time 96 _-_ text  pearls// __ time 48 _-_ text /Take __ time 240 _-_ text  my __ time 96 _-_ text  ca __ time 48 _-_ text mels// __ time 96 _-_ text  I'll __ time 48 _-_ text  keep __ time 96 _-_ text  my __ time 96 _-_ text  girls// __ time 48 _-_ text From __ time 240 _-_ text  now __ time 96 _-_ text  on __ time 48 _-_ text  you'll __ time 96 _-_ text  be __ time 48 _-_ text  wor __ time 96 _-_ text king __ time 96 _-_ text  for __ time 48 _-_ text /The __ time 192 _-_ text  rich __ time 48 _-_ text  Ma __ time 96 _-_ text ha __ time 48 _-_ text ra __ time 48 _-_ text jah __ time 48 _-_ text  of __ time 48 _-_ text  Ma __ time 96 _-_ text ga __ time 96 _-_ text dor. __ time 48 _-_ text Ah// __ time 240 _-_ text  ah// __ time 96 _-_ text  ah// __ time 288 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 48 _-_ text  ah// __ time 96 _-_ text /Ah// __ time 96 _-_ text  ah// __ time 64 _-_ text  ah// __ time 64 _-_ text  ah// __ time 64 _-_ text  ah// __ time 64 _-_ text  ah// __ time 64 _-_ text  ah! __ time 64 _-_ text He __ time 192 _-_ text  was __ time 96 _-_ text  an __ time 96 _-_ text xious __ time 192 _-_ text  to __ time 96 _-_ text  learn __ time 96 _-_ text  so __ time 96 _-_ text  she __ time 192 _-_ text  taught __ time 96 _-_ text  him __ time 96 _-_ text  right// __ time 96 _-_ text /But __ time 384 _-_ text  she __ time 96 _-_ text  taught __ time 96 _-_ text  him __ time 192 _-_ text  the __ time 96 _-_ text  thrill __ time 96 _-_ text  of __ time 96 _-_ text  a __ time 192 _-_ text  moon __ time 96 _-_ text light __ time 96 _-_ text  night. __ time 96 _-_ text He __ time 384 _-_ text  dis __ time 96 _-_ text co __ time 96 _-_ text vered __ time 192 _-_ text  the __ time 96 _-_ text  bliss __ time 96 _-_ text  of __ time 192 _-_ text  a __ time 96 _-_ text  half- __ time 96 _-_ text pro __ time 192 _-_ text mised __ time 96 _-_ text  kiss// __ time 96 _-_ text /But __ time 192 _-_ text  he __ time 96 _-_ text  ne __ time 96 _-_ text ver __ time 48 _-_ text  learned __ time 48 _-_ text  how __ time 96 _-_ text  to __ time 96 _-_ text  d __ time 96 _-_ text o __ time 48 _-_ text  the __ time 240 _-_ text  Rhum __ time 96 _-_ text ba. __ time 96 _-_ text And __ time 528 _-_ text  on __ time 48 _-_ text  the __ time 48 _-_ text  day __ time 48 _-_ text  she __ time 240 _-_ text  went __ time 48 _-_ text  a __ time 48 _-_ text way// __ time 48 _-_ text /You __ time 288 _-_ text  could __ time 48 _-_ text  hear __ time 48 _-_ text  all __ time 48 _-_ text  the __ time 96 _-_ text  peo __ time 48 _-_ text ple __ time 96 _-_ text  say: __ time 96 _-_ text She __ time 336 _-_ text  took __ time 48 _-_ text  his __ time 96 _-_ text  ru __ time 48 _-_ text bies __ time 96 _-_ text  and __ time 48 _-_ text  took __ time 96 _-_ text  his __ time 96 _-_ text  pearls// __ time 48 _-_ text /Took __ time 240 _-_ text  his __ time 96 _-_ text  ca __ time 48 _-_ text mels __ time 96 _-_ text  and __ time 48 _-_ text  took __ time 96 _-_ text  his __ time 96 _-_ text  girls// __ time 48 _-_ text Took __ time 240 _-_ text  his __ time 96 _-_ text  mo __ time 48 _-_ text ney __ time 96 _-_ text  and __ time 48 _-_ text  what __ time 96 _-_ text  is __ time 96 _-_ text  more// __ time 48 _-_ text /She __ time 192 _-_ text  took __ time 48 _-_ text  the __ time 48 _-_ text  Ma __ time 48 _-_ text ha __ time 48 _-_ text ra __ time 48 _-_ text jah __ time 48 _-_ text  of __ time 48 _-_ text  Ma __ time 96 _-_ text ga __ time 96 _-_ text dor! __ time 48",4/4,C,120.0,24
stardust_bm.mid, _-_ name Stardust __ time 0 _-_ name recorded by Bob Mace __ time 0,,,C,,
ditto_forever_tw.mid, _-_ name Ditto __ time 0 _-_ name Ditto Forever __ time 0 _-_ name Bass __ time 0 _-_ name Drums   __ time 0 _-_ name Piano   __ time 0 _-_ name webmistris@aol.com or trish@kc.net __ time 0 _-_ name Strings  __ time 0 _-_ name http://www.fortunecity.com/tinpan/vibe/154 __ time 0 _-_ name Soloist __ time 0, _-_ text Webmistris of the Internet@ __ time 0 _-_ text Free download with credit to Webmistris@aol.com@ __ time 0 _-_ text Trish Wyatt AKA Webmistris@ __ time 0 _-_ text Free download with credit to webmistris@aol.com@ __ time 0 _-_ text http://www.fortunecity.com/tinpan/vibe/154@ __ time 0 _-_ text WebMistris@aol.com// webmistris@hotmail.com or trish@kc.net@ __ time 0,4/4,F,89.0,24
dolphin_dreams-lee-ritenour_it.mid, _-_ name Dolphin Dreams  __ time 0 _-_ name by Lee Ritenour __ time 0 _-_ name Arr. by Iman T. __ time 0 _-_ name Comments : __ time 0 _-_ name tjahjono@idcnet.com __ time 0,,4/4,C,120.0,24
anos_dourados-Golden-Years-kar_rp4.mid, _-_ name Soft karaoke __ time 0 _-_ name Words __ time 0 _-_ name Anos Dourados __ time 0 _-_ name  Tom Jobim & Chico Buarque __ time 0 _-_ name Sequenced by R.Peculis - 1997 __ time 0 _-_ name Piano    __ time 0 _-_ name Bass     __ time 0 _-_ name Trombone __ time 0 _-_ name Drums Open Hi Hat __ time 0 _-_ name Drums Sticks __ time 0 _-_ name Drums Low Conga __ time 0 _-_ name Drums Congas __ time 0 _-_ name Drums Kick __ time 0, _-_ text @KMIDI KARAOKE FILE __ time 0 _-_ text @LENGL __ time 0 _-_ text @TAnos Dourados __ time 0 _-_ text @TAntonio Carlos Jobim __ time 0 _-_ text @TSequenced by R Peculis Karaoke Lyrics by Zatgirl __ time 0 _-_ text Pa __ time 8401 _-_ text re __ time 285 _-_ text ce __ time 314 _-_ text  que __ time 313 _-_ text  di __ time 285 _-_ text zes __ time 279 _-_ text /te __ time 1391 _-_ text  am __ time 261 _-_ text o// __ time 277 _-_ text  Ma __ time 1378 _-_ text ri __ time 276 _-_ text a __ time 320 _-_ text /Na __ time 2294 _-_ text  fo __ time 276 _-_ text to __ time 316 _-_ text gra __ time 305 _-_ text fi __ time 305 _-_ text a __ time 311 _-_ text /Es __ time 1376 _-_ text ta __ time 279 _-_ text mos __ time 275 _-_ text  fe __ time 1339 _-_ text li __ time 275 _-_ text zes __ time 282 _-_ text /Te __ time 2327 _-_ text  li __ time 293 _-_ text go __ time 300 _-_ text  a fo __ time 307 _-_ text ba __ time 305 _-_ text da __ time 296 _-_ text /E __ time 1389 _-_ text  dei __ time 256 _-_ text xo __ time 224 _-_ text  con __ time 261 _-_ text fis __ time 217 _-_ text sões __ time 274 _-_ text /No __ time 706 _-_ text  gra __ time 244 _-_ text va __ time 220 _-_ text dor __ time 263 _-_ text /Vai __ time 2152 _-_ text  ser __ time 285 _-_ text  en __ time 314 _-_ text gra __ time 289 _-_ text ça __ time 316 _-_ text do __ time 337 _-_ text /Se __ time 1286 _-_ text  tens __ time 262 _-_ text  um __ time 699 _-_ text  no vo __ time 294 _-_ text  a __ time 689 _-_ text mor __ time 265 _-_ text /Me __ time 2618 _-_ text  ve __ time 281 _-_ text jo a __ time 319 _-_ text  teu __ time 323 _-_ text  la __ time 288 _-_ text do __ time 272 _-_ text /Te __ time 1420 _-_ text  a __ time 244 _-_ text mo? __ time 274 _-_ text /Não __ time 1382 _-_ text  lem __ time 249 _-_ text bro __ time 276 _-_ text /Pa __ time 2366 _-_ text re __ time 259 _-_ text ce __ time 313 _-_ text  de __ time 308 _-_ text zem __ time 300 _-_ text bro __ time 312 _-_ text /De um __ time 1376 _-_ text  a __ time 268 _-_ text no __ time 303 _-_ text  dou __ time 1332 _-_ text ra __ time 266 _-_ text do __ time 278 _-_ text /Pa __ time 2354 _-_ text re __ time 283 _-_ text ce __ time 301 _-_ text  bo __ time 311 _-_ text le __ time 301 _-_ text ro __ time 302 _-_ text /Te __ time 1354 _-_ text  que __ time 272 _-_ text ro// __ time 291 _-_ text  te __ time 1395 _-_ text  que __ time 279 _-_ text ro __ time 296 _-_ text /Di __ time 2267 _-_ text zer __ time 274 _-_ text  que __ time 314 _-_ text  não __ time 326 _-_ text  que __ time 292 _-_ text ro __ time 309 _-_ text /Teus __ time 1400 _-_ text  bei __ time 272 _-_ text jos __ time 450 _-_ text  nun __ time 491 _-_ text ca __ time 463 _-_ text  mais __ time 485 _-_ text /Teus __ time 1459 _-_ text  bei __ time 449 _-_ text jos __ time 507 _-_ text  nun __ time 499 _-_ text ca __ time 466 _-_ text  mais __ time 468 _-_ text /Meu __ time 2641 _-_ text  o __ time 285 _-_ text lhos __ time 314 _-_ text  mo __ time 313 _-_ text lha __ time 285 _-_ text dos __ time 279 _-_ text /In __ time 1391 _-_ text sa __ time 261 _-_ text nos// __ time 277 _-_ text  de __ time 1378 _-_ text zem __ time 276 _-_ text bros __ time 320 _-_ text /Mas __ time 2294 _-_ text  quan __ time 276 _-_ text do __ time 316 _-_ text  me __ time 305 _-_ text  lem __ time 305 _-_ text bro __ time 311 _-_ text /São __ time 1376 _-_ text  a __ time 279 _-_ text nos __ time 275 _-_ text  dou __ time 1339 _-_ text ra __ time 275 _-_ text dos __ time 282 _-_ text /A __ time 2327 _-_ text in __ time 293 _-_ text da __ time 300 _-_ text  te __ time 307 _-_ text  que __ time 299 _-_ text ro __ time 302 _-_ text /Bo __ time 1400 _-_ text le __ time 252 _-_ text ro// __ time 258 _-_ text  nos __ time 238 _-_ text sos __ time 193 _-_ text  ver __ time 271 _-_ text sos __ time 727 _-_ text  são __ time 236 _-_ text  ba __ time 228 _-_ text nais __ time 248 _-_ text /Mas __ time 2146 _-_ text  como __ time 266 _-_ text  eu __ time 365 _-_ text  es __ time 313 _-_ text pe __ time 281 _-_ text ro __ time 283 _-_ text /Teus __ time 1356 _-_ text  bei __ time 270 _-_ text jos __ time 492 _-_ text  nun __ time 455 _-_ text ca __ time 457 _-_ text  mais __ time 491 _-_ text /Teus __ time 1456 _-_ text  bei __ time 476 _-_ text jos __ time 497 _-_ text  nun __ time 485 _-_ text ca __ time 455 _-_ text  mais __ time 481,4/4,C,110.0,24
avalon-rv1_gw.mid," _-_ name Avalon __ time 0 _-_ name Jazz Kit __ time 0 _-_ name Jazz Bass __ time 0 _-_ name Piano __ time 0 _-_ name Alto Sax 1 __ time 0 _-_ name Alto Sax 2 __ time 0 _-_ name Tenor Sax 1 __ time 0 _-_ name Tenor Sax 2 __ time 0 _-_ name Bari Sax __ time 0 _-_ name Trumpet 1 __ time 0 _-_ name Trumpet 2 __ time 0 _-_ name Trumpet 3 __ time 0 _-_ name Trumpet 4 __ time 0 _-_ name Trombone 1 __ time 0 _-_ name Trombone 2 __ time 0 _-_ name Trombone 3 __ time 0 _-_ name Trombone 4 __ time 0 _-_ name <>-<>-<>-<>-<>-<>-<>-<>-<>-<>-<> __ time 0 _-_ name ""Avalon"" __ time 0 _-_ name Sequenced for General MIDI  __ time 0 _-_ name by GaryW0001@AOL.com __ time 0 _-_ name Music by Vincent Rose __ time 0 _-_ name Arranged by Dave Wolpe __ time 0 _-_ name Sequence Copyright @1998 __ time 0 _-_ name by Blue Max Distribution __ time 0 _-_ name All Rights Reserved __ time 0 _-_ name Make NO Alterations! __ time 0 _-_ name E-Mail: GaryW0001@AOL.com __ time 0 _-_ name For a COMPLETE File Archive __ time 0 _-_ name Visit my Official MIDI Homepage @ __ time 0 _-_ name http://www.garyw0001.com/index.html __ time 0", _-_ text Avalon __ time 0,4/4,Eb,220.0,24
moonglow_bz2.mid, _-_ name Moonglow@ __ time 0 _-_ name Sequenced By@ __ time 0 _-_ name Bazza1@ __ time 0 _-_ name Bazza1Studios@@ __ time 0 _-_ name North Adelaide@ __ time 0 _-_ name South Australia@ __ time 0 _-_ name ********************@ __ time 0 _-_ name Sequenced With@ __ time 0 _-_ name Albeton Live 8@ __ time 0,,4/4,C,105.0,24
invitation_dwb.mid, _-_ name Invitation __ time 0 _-_ name Piano 1 __ time 0 _-_ name Acoustic Bass __ time 0 _-_ name Jazz Drum Set __ time 0 _-_ name GS Reset SYX DWB __ time 0 _-_ name ================= __ time 0 _-_ name BY: __ time 0 _-_ name Bronislau Kaper __ time 0 _-_ name SEQUENCED by: __ time 0 _-_ name DWBarnes 04/09/94 __ time 0 _-_ name ================= __ time 0, _-_ text For Personal Use Only __ time 0 _-_ text Modification without MIDI File __ time 1 _-_ text author's permission is prohibited. __ time 1 _-_ text Comments? __ time 2 _-_ text Email: DavidB7170@aol.com __ time 0,4/4,C,120.0,24
